resuming from observation id 58,100,202 (1,506,000 rows kept)
6,341,161 annotated observations in bbox

  69,800/6,341,161 scanned, 1,575,800 kept, pace 1.05s, 0 throttled
  70,000/6,341,161 scanned, 1,576,000 kept, pace 1.05s, 0 throttled
  70,200/6,341,161 scanned, 1,576,200 kept, pace 1.05s, 0 throttled
  70,400/6,341,161 scanned, 1,576,400 kept, pace 1.05s, 0 throttled
  70,600/6,341,161 scanned, 1,576,600 kept, pace 1.05s, 0 throttled
  70,800/6,341,161 scanned, 1,576,800 kept, pace 1.05s, 0 throttled
  71,000/6,341,161 scanned, 1,577,000 kept, pace 1.05s, 0 throttled
  71,200/6,341,161 scanned, 1,577,200 kept, pace 1.05s, 0 throttled
  71,400/6,341,161 scanned, 1,577,400 kept, pace 1.05s, 0 throttled
  71,600/6,341,161 scanned, 1,577,600 kept, pace 1.05s, 0 throttled
  71,800/6,341,161 scanned, 1,577,800 kept, pace 1.05s, 0 throttled
  72,000/6,341,161 scanned, 1,578,000 kept, pace 1.05s, 0 throttled
  72,200/6,341,161 scanned, 1,578,200 kept, pace 1.05s, 0 throttled
  72,400/6,341,161 scanned, 1,578,400 kept, pace 1.05s, 0 throttled
  72,600/6,341,161 scanned, 1,578,600 kept, pace 1.05s, 0 throttled
  72,800/6,341,161 scanned, 1,578,800 kept, pace 1.05s, 0 throttled
  73,000/6,341,161 scanned, 1,579,000 kept, pace 1.05s, 0 throttled
  73,200/6,341,161 scanned, 1,579,200 kept, pace 1.05s, 0 throttled
  73,400/6,341,161 scanned, 1,579,400 kept, pace 1.05s, 0 throttled
  73,600/6,341,161 scanned, 1,579,600 kept, pace 1.05s, 0 throttled
  73,800/6,341,161 scanned, 1,579,800 kept, pace 1.05s, 0 throttled
  74,000/6,341,161 scanned, 1,580,000 kept, pace 1.05s, 0 throttled
  74,200/6,341,161 scanned, 1,580,200 kept, pace 1.05s, 0 throttled
  74,400/6,341,161 scanned, 1,580,400 kept, pace 1.05s, 0 throttled
  74,600/6,341,161 scanned, 1,580,600 kept, pace 1.05s, 0 throttled
  74,800/6,341,161 scanned, 1,580,800 kept, pace 1.05s, 0 throttled
  75,000/6,341,161 scanned, 1,581,000 kept, pace 1.05s, 0 throttled
  75,200/6,341,161 scanned, 1,581,200 kept, pace 1.05s, 0 throttled
  75,400/6,341,161 scanned, 1,581,400 kept, pace 1.05s, 0 throttled
  75,600/6,341,161 scanned, 1,581,600 kept, pace 1.05s, 0 throttled
  75,800/6,341,161 scanned, 1,581,800 kept, pace 1.05s, 0 throttled
  76,000/6,341,161 scanned, 1,582,000 kept, pace 1.05s, 0 throttled
  76,200/6,341,161 scanned, 1,582,200 kept, pace 1.05s, 0 throttled
  76,400/6,341,161 scanned, 1,582,400 kept, pace 1.05s, 0 throttled
  76,600/6,341,161 scanned, 1,582,600 kept, pace 1.05s, 0 throttled
  76,800/6,341,161 scanned, 1,582,800 kept, pace 1.05s, 0 throttled
  77,000/6,341,161 scanned, 1,583,000 kept, pace 1.05s, 0 throttled
  77,200/6,341,161 scanned, 1,583,200 kept, pace 1.05s, 0 throttled
  77,400/6,341,161 scanned, 1,583,400 kept, pace 1.05s, 0 throttled
  77,600/6,341,161 scanned, 1,583,600 kept, pace 1.05s, 0 throttled
  77,800/6,341,161 scanned, 1,583,800 kept, pace 1.05s, 0 throttled
  78,000/6,341,161 scanned, 1,584,000 kept, pace 1.05s, 0 throttled
  78,200/6,341,161 scanned, 1,584,200 kept, pace 1.05s, 0 throttled
  78,400/6,341,161 scanned, 1,584,400 kept, pace 1.05s, 0 throttled
  78,600/6,341,161 scanned, 1,584,600 kept, pace 1.05s, 0 throttled
  78,800/6,341,161 scanned, 1,584,800 kept, pace 1.05s, 0 throttled
  79,000/6,341,161 scanned, 1,585,000 kept, pace 1.05s, 0 throttled
  79,200/6,341,161 scanned, 1,585,200 kept, pace 1.05s, 0 throttled
  79,400/6,341,161 scanned, 1,585,400 kept, pace 1.05s, 0 throttled
  79,600/6,341,161 scanned, 1,585,600 kept, pace 1.05s, 0 throttled
  79,800/6,341,161 scanned, 1,585,800 kept, pace 1.05s, 0 throttled
  80,000/6,341,161 scanned, 1,586,000 kept, pace 1.05s, 0 throttled
  80,200/6,341,161 scanned, 1,586,200 kept, pace 1.05s, 0 throttled
  80,400/6,341,161 scanned, 1,586,400 kept, pace 1.05s, 0 throttled
  80,600/6,341,161 scanned, 1,586,600 kept, pace 1.05s, 0 throttled
  80,800/6,341,161 scanned, 1,586,800 kept, pace 1.05s, 0 throttled
  81,000/6,341,161 scanned, 1,587,000 kept, pace 1.05s, 0 throttled
  81,200/6,341,161 scanned, 1,587,200 kept, pace 1.05s, 0 throttled
  81,400/6,341,161 scanned, 1,587,400 kept, pace 1.05s, 0 throttled
  81,600/6,341,161 scanned, 1,587,600 kept, pace 1.05s, 0 throttled
  81,800/6,341,161 scanned, 1,587,800 kept, pace 1.05s, 0 throttled
  82,000/6,341,161 scanned, 1,588,000 kept, pace 1.05s, 0 throttled
  82,200/6,341,161 scanned, 1,588,200 kept, pace 1.05s, 0 throttled
  82,400/6,341,161 scanned, 1,588,400 kept, pace 1.05s, 0 throttled
  82,600/6,341,161 scanned, 1,588,600 kept, pace 1.05s, 0 throttled
  82,800/6,341,161 scanned, 1,588,800 kept, pace 1.05s, 0 throttled
  83,000/6,341,161 scanned, 1,589,000 kept, pace 1.05s, 0 throttled
  83,200/6,341,161 scanned, 1,589,200 kept, pace 1.05s, 0 throttled
  83,400/6,341,161 scanned, 1,589,400 kept, pace 1.05s, 0 throttled
  83,600/6,341,161 scanned, 1,589,600 kept, pace 1.05s, 0 throttled
  83,800/6,341,161 scanned, 1,589,800 kept, pace 1.05s, 0 throttled
  84,000/6,341,161 scanned, 1,590,000 kept, pace 1.05s, 0 throttled
  84,200/6,341,161 scanned, 1,590,200 kept, pace 1.05s, 0 throttled
  84,400/6,341,161 scanned, 1,590,400 kept, pace 1.05s, 0 throttled
  84,600/6,341,161 scanned, 1,590,600 kept, pace 1.05s, 0 throttled
  84,800/6,341,161 scanned, 1,590,800 kept, pace 1.05s, 0 throttled
  85,000/6,341,161 scanned, 1,591,000 kept, pace 1.05s, 0 throttled
  85,200/6,341,161 scanned, 1,591,200 kept, pace 1.05s, 0 throttled
  85,400/6,341,161 scanned, 1,591,400 kept, pace 1.05s, 0 throttled
  85,600/6,341,161 scanned, 1,591,600 kept, pace 1.05s, 0 throttled
  85,800/6,341,161 scanned, 1,591,800 kept, pace 1.05s, 0 throttled
  86,000/6,341,161 scanned, 1,592,000 kept, pace 1.05s, 0 throttled
  86,200/6,341,161 scanned, 1,592,200 kept, pace 1.05s, 0 throttled
  86,400/6,341,161 scanned, 1,592,400 kept, pace 1.05s, 0 throttled
  86,600/6,341,161 scanned, 1,592,600 kept, pace 1.05s, 0 throttled
  86,800/6,341,161 scanned, 1,592,800 kept, pace 1.05s, 0 throttled
  87,000/6,341,161 scanned, 1,593,000 kept, pace 1.05s, 0 throttled
  87,200/6,341,161 scanned, 1,593,200 kept, pace 1.05s, 0 throttled
  87,400/6,341,161 scanned, 1,593,400 kept, pace 1.05s, 0 throttled
  87,600/6,341,161 scanned, 1,593,600 kept, pace 1.05s, 0 throttled
  87,800/6,341,161 scanned, 1,593,800 kept, pace 1.05s, 0 throttled
  88,000/6,341,161 scanned, 1,594,000 kept, pace 1.05s, 0 throttled
  88,200/6,341,161 scanned, 1,594,200 kept, pace 1.05s, 0 throttled
  88,400/6,341,161 scanned, 1,594,400 kept, pace 1.05s, 0 throttled
  88,600/6,341,161 scanned, 1,594,600 kept, pace 1.05s, 0 throttled
  88,800/6,341,161 scanned, 1,594,800 kept, pace 1.05s, 0 throttled
  89,000/6,341,161 scanned, 1,595,000 kept, pace 1.05s, 0 throttled
  89,200/6,341,161 scanned, 1,595,200 kept, pace 1.05s, 0 throttled
  89,400/6,341,161 scanned, 1,595,400 kept, pace 1.05s, 0 throttled
  89,600/6,341,161 scanned, 1,595,600 kept, pace 1.05s, 0 throttled
  89,800/6,341,161 scanned, 1,595,800 kept, pace 1.05s, 0 throttled
  90,000/6,341,161 scanned, 1,596,000 kept, pace 1.05s, 0 throttled
  90,200/6,341,161 scanned, 1,596,200 kept, pace 1.05s, 0 throttled
  90,400/6,341,161 scanned, 1,596,400 kept, pace 1.05s, 0 throttled
  90,600/6,341,161 scanned, 1,596,600 kept, pace 1.05s, 0 throttled
  90,800/6,341,161 scanned, 1,596,800 kept, pace 1.05s, 0 throttled
  91,000/6,341,161 scanned, 1,597,000 kept, pace 1.05s, 0 throttled
  91,200/6,341,161 scanned, 1,597,200 kept, pace 1.05s, 0 throttled
  91,400/6,341,161 scanned, 1,597,400 kept, pace 1.05s, 0 throttled
  91,600/6,341,161 scanned, 1,597,600 kept, pace 1.05s, 0 throttled
  91,800/6,341,161 scanned, 1,597,800 kept, pace 1.05s, 0 throttled
  92,000/6,341,161 scanned, 1,598,000 kept, pace 1.05s, 0 throttled
  92,200/6,341,161 scanned, 1,598,200 kept, pace 1.05s, 0 throttled
  92,400/6,341,161 scanned, 1,598,400 kept, pace 1.05s, 0 throttled
  92,600/6,341,161 scanned, 1,598,600 kept, pace 1.05s, 0 throttled
  92,800/6,341,161 scanned, 1,598,800 kept, pace 1.05s, 0 throttled
  93,000/6,341,161 scanned, 1,599,000 kept, pace 1.05s, 0 throttled
  93,200/6,341,161 scanned, 1,599,200 kept, pace 1.05s, 0 throttled
  93,400/6,341,161 scanned, 1,599,400 kept, pace 1.05s, 0 throttled
  93,600/6,341,161 scanned, 1,599,600 kept, pace 1.05s, 0 throttled
  93,800/6,341,161 scanned, 1,599,800 kept, pace 1.05s, 0 throttled
  94,000/6,341,161 scanned, 1,600,000 kept, pace 1.05s, 0 throttled
  94,200/6,341,161 scanned, 1,600,200 kept, pace 1.05s, 0 throttled
  94,400/6,341,161 scanned, 1,600,400 kept, pace 1.05s, 0 throttled
  94,600/6,341,161 scanned, 1,600,600 kept, pace 1.05s, 0 throttled
  94,800/6,341,161 scanned, 1,600,800 kept, pace 1.05s, 0 throttled
  95,000/6,341,161 scanned, 1,601,000 kept, pace 1.05s, 0 throttled
  95,200/6,341,161 scanned, 1,601,200 kept, pace 1.05s, 0 throttled
  95,400/6,341,161 scanned, 1,601,400 kept, pace 1.05s, 0 throttled
  95,600/6,341,161 scanned, 1,601,600 kept, pace 1.05s, 0 throttled
  95,800/6,341,161 scanned, 1,601,800 kept, pace 1.05s, 0 throttled
  96,000/6,341,161 scanned, 1,602,000 kept, pace 1.05s, 0 throttled
  96,200/6,341,161 scanned, 1,602,200 kept, pace 1.05s, 0 throttled
  96,400/6,341,161 scanned, 1,602,400 kept, pace 1.05s, 0 throttled
  96,600/6,341,161 scanned, 1,602,600 kept, pace 1.05s, 0 throttled
  96,800/6,341,161 scanned, 1,602,800 kept, pace 1.05s, 0 throttled
  97,000/6,341,161 scanned, 1,603,000 kept, pace 1.05s, 0 throttled
  97,200/6,341,161 scanned, 1,603,200 kept, pace 1.05s, 0 throttled
  97,400/6,341,161 scanned, 1,603,400 kept, pace 1.05s, 0 throttled
  97,600/6,341,161 scanned, 1,603,600 kept, pace 1.05s, 0 throttled
  97,800/6,341,161 scanned, 1,603,800 kept, pace 1.05s, 0 throttled
  98,000/6,341,161 scanned, 1,604,000 kept, pace 1.05s, 0 throttled
  98,200/6,341,161 scanned, 1,604,200 kept, pace 1.05s, 0 throttled
  98,400/6,341,161 scanned, 1,604,400 kept, pace 1.05s, 0 throttled
  98,600/6,341,161 scanned, 1,604,600 kept, pace 1.05s, 0 throttled
  98,800/6,341,161 scanned, 1,604,800 kept, pace 1.05s, 0 throttled
  99,000/6,341,161 scanned, 1,605,000 kept, pace 1.05s, 0 throttled
  99,200/6,341,161 scanned, 1,605,200 kept, pace 1.05s, 0 throttled
  99,400/6,341,161 scanned, 1,605,400 kept, pace 1.05s, 0 throttled
  99,600/6,341,161 scanned, 1,605,600 kept, pace 1.05s, 0 throttled
  99,800/6,341,161 scanned, 1,605,800 kept, pace 1.05s, 0 throttled
  100,000/6,341,161 scanned, 1,606,000 kept, pace 1.05s, 0 throttled
  100,200/6,341,161 scanned, 1,606,200 kept, pace 1.05s, 0 throttled
  100,400/6,341,161 scanned, 1,606,400 kept, pace 1.05s, 0 throttled
  100,600/6,341,161 scanned, 1,606,600 kept, pace 1.05s, 0 throttled
  100,800/6,341,161 scanned, 1,606,800 kept, pace 1.05s, 0 throttled
  101,000/6,341,161 scanned, 1,607,000 kept, pace 1.05s, 0 throttled
  101,200/6,341,161 scanned, 1,607,200 kept, pace 1.05s, 0 throttled
  101,400/6,341,161 scanned, 1,607,400 kept, pace 1.05s, 0 throttled
  101,600/6,341,161 scanned, 1,607,600 kept, pace 1.05s, 0 throttled
  101,800/6,341,161 scanned, 1,607,800 kept, pace 1.05s, 0 throttled
  102,000/6,341,161 scanned, 1,608,000 kept, pace 1.05s, 0 throttled
  102,200/6,341,161 scanned, 1,608,200 kept, pace 1.05s, 0 throttled
  102,400/6,341,161 scanned, 1,608,400 kept, pace 1.05s, 0 throttled
  102,600/6,341,161 scanned, 1,608,600 kept, pace 1.05s, 0 throttled
  102,800/6,341,161 scanned, 1,608,800 kept, pace 1.05s, 0 throttled
  103,000/6,341,161 scanned, 1,609,000 kept, pace 1.05s, 0 throttled
  103,200/6,341,161 scanned, 1,609,200 kept, pace 1.05s, 0 throttled
  103,400/6,341,161 scanned, 1,609,400 kept, pace 1.05s, 0 throttled
  103,600/6,341,161 scanned, 1,609,600 kept, pace 1.05s, 0 throttled
  103,800/6,341,161 scanned, 1,609,800 kept, pace 1.05s, 0 throttled
  104,000/6,341,161 scanned, 1,610,000 kept, pace 1.05s, 0 throttled
  104,200/6,341,161 scanned, 1,610,200 kept, pace 1.05s, 0 throttled
  104,400/6,341,161 scanned, 1,610,400 kept, pace 1.05s, 0 throttled
  104,600/6,341,161 scanned, 1,610,600 kept, pace 1.05s, 0 throttled
  104,800/6,341,161 scanned, 1,610,800 kept, pace 1.05s, 0 throttled
  105,000/6,341,161 scanned, 1,611,000 kept, pace 1.05s, 0 throttled
  105,200/6,341,161 scanned, 1,611,200 kept, pace 1.05s, 0 throttled
  105,400/6,341,161 scanned, 1,611,400 kept, pace 1.05s, 0 throttled
  105,600/6,341,161 scanned, 1,611,600 kept, pace 1.05s, 0 throttled
  105,800/6,341,161 scanned, 1,611,800 kept, pace 1.05s, 0 throttled
  106,000/6,341,161 scanned, 1,612,000 kept, pace 1.05s, 0 throttled
  106,200/6,341,161 scanned, 1,612,200 kept, pace 1.05s, 0 throttled
  106,400/6,341,161 scanned, 1,612,400 kept, pace 1.05s, 0 throttled
  106,600/6,341,161 scanned, 1,612,600 kept, pace 1.05s, 0 throttled
  106,800/6,341,161 scanned, 1,612,800 kept, pace 1.05s, 0 throttled
  107,000/6,341,161 scanned, 1,613,000 kept, pace 1.05s, 0 throttled
  107,200/6,341,161 scanned, 1,613,200 kept, pace 1.05s, 0 throttled
  107,400/6,341,161 scanned, 1,613,400 kept, pace 1.05s, 0 throttled
  107,600/6,341,161 scanned, 1,613,600 kept, pace 1.05s, 0 throttled
  107,800/6,341,161 scanned, 1,613,800 kept, pace 1.05s, 0 throttled
  108,000/6,341,161 scanned, 1,614,000 kept, pace 1.05s, 0 throttled
  108,200/6,341,161 scanned, 1,614,200 kept, pace 1.05s, 0 throttled
  108,400/6,341,161 scanned, 1,614,400 kept, pace 1.05s, 0 throttled
  108,600/6,341,161 scanned, 1,614,600 kept, pace 1.05s, 0 throttled
  108,800/6,341,161 scanned, 1,614,800 kept, pace 1.05s, 0 throttled
  109,000/6,341,161 scanned, 1,615,000 kept, pace 1.05s, 0 throttled
  109,200/6,341,161 scanned, 1,615,200 kept, pace 1.05s, 0 throttled
  109,400/6,341,161 scanned, 1,615,400 kept, pace 1.05s, 0 throttled
  109,600/6,341,161 scanned, 1,615,600 kept, pace 1.05s, 0 throttled
  109,800/6,341,161 scanned, 1,615,800 kept, pace 1.05s, 0 throttled
  110,000/6,341,161 scanned, 1,616,000 kept, pace 1.05s, 0 throttled
  110,200/6,341,161 scanned, 1,616,200 kept, pace 1.05s, 0 throttled
  110,400/6,341,161 scanned, 1,616,400 kept, pace 1.05s, 0 throttled
  110,600/6,341,161 scanned, 1,616,600 kept, pace 1.05s, 0 throttled
  110,800/6,341,161 scanned, 1,616,800 kept, pace 1.05s, 0 throttled
  111,000/6,341,161 scanned, 1,617,000 kept, pace 1.05s, 0 throttled
  111,200/6,341,161 scanned, 1,617,200 kept, pace 1.05s, 0 throttled
  111,400/6,341,161 scanned, 1,617,400 kept, pace 1.05s, 0 throttled
  111,600/6,341,161 scanned, 1,617,600 kept, pace 1.05s, 0 throttled
  111,800/6,341,161 scanned, 1,617,800 kept, pace 1.05s, 0 throttled
  112,000/6,341,161 scanned, 1,618,000 kept, pace 1.05s, 0 throttled
  112,200/6,341,161 scanned, 1,618,200 kept, pace 1.05s, 0 throttled
  112,400/6,341,161 scanned, 1,618,400 kept, pace 1.05s, 0 throttled
  112,600/6,341,161 scanned, 1,618,600 kept, pace 1.05s, 0 throttled
  112,800/6,341,161 scanned, 1,618,800 kept, pace 1.05s, 0 throttled
  113,000/6,341,161 scanned, 1,619,000 kept, pace 1.05s, 0 throttled
  113,200/6,341,161 scanned, 1,619,200 kept, pace 1.05s, 0 throttled
  113,400/6,341,161 scanned, 1,619,400 kept, pace 1.05s, 0 throttled
  113,600/6,341,161 scanned, 1,619,600 kept, pace 1.05s, 0 throttled
  113,800/6,341,161 scanned, 1,619,800 kept, pace 1.05s, 0 throttled
  114,000/6,341,161 scanned, 1,620,000 kept, pace 1.05s, 0 throttled
  114,200/6,341,161 scanned, 1,620,200 kept, pace 1.05s, 0 throttled
  114,400/6,341,161 scanned, 1,620,400 kept, pace 1.05s, 0 throttled
  114,600/6,341,161 scanned, 1,620,600 kept, pace 1.05s, 0 throttled
  114,800/6,341,161 scanned, 1,620,800 kept, pace 1.05s, 0 throttled
  115,000/6,341,161 scanned, 1,621,000 kept, pace 1.05s, 0 throttled
  115,200/6,341,161 scanned, 1,621,200 kept, pace 1.05s, 0 throttled
  115,400/6,341,161 scanned, 1,621,400 kept, pace 1.05s, 0 throttled
  115,600/6,341,161 scanned, 1,621,600 kept, pace 1.05s, 0 throttled
  115,800/6,341,161 scanned, 1,621,800 kept, pace 1.05s, 0 throttled
  116,000/6,341,161 scanned, 1,622,000 kept, pace 1.05s, 0 throttled
  116,200/6,341,161 scanned, 1,622,200 kept, pace 1.05s, 0 throttled
  116,400/6,341,161 scanned, 1,622,400 kept, pace 1.05s, 0 throttled
  116,600/6,341,161 scanned, 1,622,600 kept, pace 1.05s, 0 throttled
  116,800/6,341,161 scanned, 1,622,800 kept, pace 1.05s, 0 throttled
  117,000/6,341,161 scanned, 1,623,000 kept, pace 1.05s, 0 throttled
  117,200/6,341,161 scanned, 1,623,200 kept, pace 1.05s, 0 throttled
  117,400/6,341,161 scanned, 1,623,400 kept, pace 1.05s, 0 throttled
  117,600/6,341,161 scanned, 1,623,600 kept, pace 1.05s, 0 throttled
  117,800/6,341,161 scanned, 1,623,800 kept, pace 1.05s, 0 throttled
  118,000/6,341,161 scanned, 1,624,000 kept, pace 1.05s, 0 throttled
  118,200/6,341,161 scanned, 1,624,200 kept, pace 1.05s, 0 throttled
  118,400/6,341,161 scanned, 1,624,400 kept, pace 1.05s, 0 throttled
  118,600/6,341,161 scanned, 1,624,600 kept, pace 1.05s, 0 throttled
  118,800/6,341,161 scanned, 1,624,800 kept, pace 1.05s, 0 throttled
  119,000/6,341,161 scanned, 1,625,000 kept, pace 1.05s, 0 throttled
  119,200/6,341,161 scanned, 1,625,200 kept, pace 1.05s, 0 throttled
  119,400/6,341,161 scanned, 1,625,400 kept, pace 1.05s, 0 throttled
  119,600/6,341,161 scanned, 1,625,600 kept, pace 1.05s, 0 throttled
  119,800/6,341,161 scanned, 1,625,800 kept, pace 1.05s, 0 throttled
  120,000/6,341,161 scanned, 1,626,000 kept, pace 1.05s, 0 throttled
  120,200/6,341,161 scanned, 1,626,200 kept, pace 1.05s, 0 throttled
  120,400/6,341,161 scanned, 1,626,400 kept, pace 1.05s, 0 throttled
  120,600/6,341,161 scanned, 1,626,600 kept, pace 1.05s, 0 throttled
  120,800/6,341,161 scanned, 1,626,800 kept, pace 1.05s, 0 throttled
  121,000/6,341,161 scanned, 1,627,000 kept, pace 1.05s, 0 throttled
  121,200/6,341,161 scanned, 1,627,200 kept, pace 1.05s, 0 throttled
  121,400/6,341,161 scanned, 1,627,400 kept, pace 1.05s, 0 throttled
  121,600/6,341,161 scanned, 1,627,600 kept, pace 1.05s, 0 throttled
  121,800/6,341,161 scanned, 1,627,800 kept, pace 1.05s, 0 throttled
  122,000/6,341,161 scanned, 1,628,000 kept, pace 1.05s, 0 throttled
  122,200/6,341,161 scanned, 1,628,200 kept, pace 1.05s, 0 throttled
  122,400/6,341,161 scanned, 1,628,400 kept, pace 1.05s, 0 throttled
  122,600/6,341,161 scanned, 1,628,600 kept, pace 1.05s, 0 throttled
  122,800/6,341,161 scanned, 1,628,800 kept, pace 1.05s, 0 throttled
  123,000/6,341,161 scanned, 1,629,000 kept, pace 1.05s, 0 throttled
  123,200/6,341,161 scanned, 1,629,200 kept, pace 1.05s, 0 throttled
  123,400/6,341,161 scanned, 1,629,400 kept, pace 1.05s, 0 throttled
  123,600/6,341,161 scanned, 1,629,600 kept, pace 1.05s, 0 throttled
  123,800/6,341,161 scanned, 1,629,800 kept, pace 1.05s, 0 throttled
  124,000/6,341,161 scanned, 1,630,000 kept, pace 1.05s, 0 throttled
  124,200/6,341,161 scanned, 1,630,200 kept, pace 1.05s, 0 throttled
  124,400/6,341,161 scanned, 1,630,400 kept, pace 1.05s, 0 throttled
  124,600/6,341,161 scanned, 1,630,600 kept, pace 1.05s, 0 throttled
  124,800/6,341,161 scanned, 1,630,800 kept, pace 1.05s, 0 throttled
  125,000/6,341,161 scanned, 1,631,000 kept, pace 1.05s, 0 throttled
  125,200/6,341,161 scanned, 1,631,200 kept, pace 1.05s, 0 throttled
  125,400/6,341,161 scanned, 1,631,400 kept, pace 1.05s, 0 throttled
  125,600/6,341,161 scanned, 1,631,600 kept, pace 1.05s, 0 throttled
  125,800/6,341,161 scanned, 1,631,800 kept, pace 1.05s, 0 throttled
  126,000/6,341,161 scanned, 1,632,000 kept, pace 1.05s, 0 throttled
  126,200/6,341,161 scanned, 1,632,200 kept, pace 1.05s, 0 throttled
  126,400/6,341,161 scanned, 1,632,400 kept, pace 1.05s, 0 throttled
  126,600/6,341,161 scanned, 1,632,600 kept, pace 1.05s, 0 throttled
  126,800/6,341,161 scanned, 1,632,800 kept, pace 1.05s, 0 throttled
  127,000/6,341,161 scanned, 1,633,000 kept, pace 1.05s, 0 throttled
  127,200/6,341,161 scanned, 1,633,200 kept, pace 1.05s, 0 throttled
  127,400/6,341,161 scanned, 1,633,400 kept, pace 1.05s, 0 throttled
  127,600/6,341,161 scanned, 1,633,600 kept, pace 1.05s, 0 throttled
  127,800/6,341,161 scanned, 1,633,800 kept, pace 1.05s, 0 throttled
  128,000/6,341,161 scanned, 1,634,000 kept, pace 1.05s, 0 throttled
  128,200/6,341,161 scanned, 1,634,200 kept, pace 1.05s, 0 throttled
  128,400/6,341,161 scanned, 1,634,400 kept, pace 1.05s, 0 throttled
  128,600/6,341,161 scanned, 1,634,600 kept, pace 1.05s, 0 throttled
  128,800/6,341,161 scanned, 1,634,800 kept, pace 1.05s, 0 throttled
  129,000/6,341,161 scanned, 1,635,000 kept, pace 1.05s, 0 throttled
  129,200/6,341,161 scanned, 1,635,200 kept, pace 1.05s, 0 throttled
  129,400/6,341,161 scanned, 1,635,400 kept, pace 1.05s, 0 throttled
  129,600/6,341,161 scanned, 1,635,600 kept, pace 1.05s, 0 throttled
  129,800/6,341,161 scanned, 1,635,800 kept, pace 1.05s, 0 throttled
  130,000/6,341,161 scanned, 1,636,000 kept, pace 1.05s, 0 throttled
  130,200/6,341,161 scanned, 1,636,200 kept, pace 1.05s, 0 throttled
  130,400/6,341,161 scanned, 1,636,400 kept, pace 1.05s, 0 throttled
  130,600/6,341,161 scanned, 1,636,600 kept, pace 1.05s, 0 throttled
  130,800/6,341,161 scanned, 1,636,800 kept, pace 1.05s, 0 throttled
  131,000/6,341,161 scanned, 1,637,000 kept, pace 1.05s, 0 throttled
  131,200/6,341,161 scanned, 1,637,200 kept, pace 1.05s, 0 throttled
  131,400/6,341,161 scanned, 1,637,400 kept, pace 1.05s, 0 throttled
  131,600/6,341,161 scanned, 1,637,600 kept, pace 1.05s, 0 throttled
  131,800/6,341,161 scanned, 1,637,800 kept, pace 1.05s, 0 throttled
